Word [name=20, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=서적, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=대통령, tfidf=13.847379800543136, tf=23, df=2, total=8]
Word [name=앞, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=생각, tfidf=3.612359947967774, tf=6, df=2, total=8]
---------------------------
Word [name=그, tfidf=2.5558123936336865, tf=6, df=3, total=8]
Word [name=노무현, tfidf=14.449439791871097, tf=24, df=2, total=8]
Word [name=지지, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=역사화, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=때문, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=인물, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=대통령, tfidf=13.847379800543136, tf=23, df=2, total=8]
Word [name=수영, tfidf=0.6020599913279624, tf=1, df=2, total=8]
---------------------------
Word [name=대붕, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=역풍, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=새, tfidf=0.8519374645445622, tf=2, df=3, total=8]
Word [name=물고기, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=물, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=역, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=생어, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=바람, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=대, tfidf=0.6020599913279624, tf=1, df=2, total=8]
---------------------------
Word [name=14, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=년, tfidf=0.8519374645445622, tf=2, df=3, total=8]
Word [name=선생, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=부산, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=때, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=말, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=어록, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=출마, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=1992, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=김구, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=노무현, tfidf=14.449439791871097, tf=24, df=2, total=8]
Word [name=총선, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=대통령, tfidf=13.847379800543136, tf=23, df=2, total=8]
Word [name=선거, tfidf=0.6020599913279624, tf=1, df=2, total=8]
---------------------------
Word [name=구호, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=글, tfidf=3.612359947967774, tf=6, df=2, total=8]
---------------------------
Word [name=표현, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=것, tfidf=6.815499716356498, tf=16, df=3, total=8]
Word [name=더, tfidf=0.8519374645445622, tf=2, df=3, total=8]
Word [name=삶, tfidf=1.7038749290891244, tf=4, df=3, total=8]
Word [name=자신, tfidf=4.214419939295737, tf=7, df=2, total=8]
Word [name=노무현, tfidf=14.449439791871097, tf=24, df=2, total=8]
Word [name=예견, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=한, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=생각, tfidf=3.612359947967774, tf=6, df=2, total=8]
Word [name=대통령, tfidf=13.847379800543136, tf=23, df=2, total=8]
Word [name=함축적, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=전직, tfidf=0.6020599913279624, tf=1, df=2, total=8]
---------------------------
Word [name=아쉬움, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=좌절, tfidf=2.4082399653118496, tf=4, df=2, total=8]
Word [name=두고, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=무게, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=생존, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=회고록, tfidf=3.010299956639812, tf=5, df=2, total=8]
Word [name=더, tfidf=0.8519374645445622, tf=2, df=3, total=8]
Word [name=완성, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=수, tfidf=2.5558123936336865, tf=6, df=3, total=8]
Word [name=노무현, tfidf=14.449439791871097, tf=24, df=2, total=8]
Word [name=미완, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=성공, tfidf=2.4082399653118496, tf=4, df=2, total=8]
Word [name=대통령, tfidf=13.847379800543136, tf=23, df=2, total=8]
Word [name=미완성, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=자, tfidf=0.6020599913279624, tf=1, df=2, total=8]
---------------------------
Word [name=인간, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=노무현, tfidf=14.449439791871097, tf=24, df=2, total=8]
Word [name=역사화, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=독후감, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=30, tfidf=0.6020599913279624, tf=1, df=2, total=8]
---------------------------
===========================================
Word [name=좀, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=1, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=유, tfidf=0.4259687322722811, tf=1, df=3, total=8]
---------------------------
Word [name=리프킨, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=누군가, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=책, tfidf=1.2779061968168433, tf=3, df=3, total=8]
Word [name=선택, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=독후감, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=러, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=기억, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=2, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=문학, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=드림, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=언, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=미, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=음사, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=레이, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=피, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=민, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=동네, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=나지, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=선택, tfidf=1.2041199826559248, tf=2, df=2, total=8]
---------------------------
Word [name=하다, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=한, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=듯, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=이재, tfidf=0.6020599913279624, tf=1, df=2, total=8]
---------------------------
Word [name=글, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=녁, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=3, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=글쓰기, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=희모, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=작가, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=전략, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=김, tfidf=1.806179973983887, tf=3, df=2, total=8]
---------------------------
Word [name=마음, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=4, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=더, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=묵, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=부부, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=노, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=한, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=사랑, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=경, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=고슴도치, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=김, tfidf=1.806179973983887, tf=3, df=2, total=8]
---------------------------
Word [name=사진, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=베, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=저, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=유혹, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=마지막, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=지식, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=전, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=글쓰기, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=장, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=웅진, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=번, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=테, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=스티븐, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=영사, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=3, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=이유, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=코, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=5, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=하우스, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=6, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=킹, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=한, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=발, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=김, tfidf=1.806179973983887, tf=3, df=2, total=8]
---------------------------
Word [name=신드롬, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=위, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=덤, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=하우스, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=해결, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=7, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=두려움, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=스타트, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=나, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=방안, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=시작, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=날, tfidf=0.6020599913279624, tf=1, df=2, total=8]
---------------------------
Word [name=기분, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=전, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=책, tfidf=1.2779061968168433, tf=3, df=3, total=8]
Word [name=창조, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=때, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=가치, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=마크, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=얼마, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=엉망진창, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=행복, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=8, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=길, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=완전, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=꿀꾸리, tfidf=0.6020599913279624, tf=1, df=2, total=8]
---------------------------
===========================================
Word [name=저, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=김, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=리프킨, tfidf=1.7038749290891244, tf=4, df=3, total=8]
Word [name=25, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=도, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=책, tfidf=2.1298436613614053, tf=5, df=3, total=8]
Word [name=레, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=저자, tfidf=3.010299956639812, tf=5, df=2, total=8]
Word [name=영운, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=읽기, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=속, tfidf=0.8519374645445622, tf=2, df=3, total=8]
Word [name=손, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=영사, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=리뷰, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=작가, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=권의, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=2014.03, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=생각, tfidf=7.826779887263511, tf=13, df=2, total=8]
Word [name=인문학, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=발매, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=만화, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=11, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=2014.9, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=쪽수, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=15, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=출판사, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=출판, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=요약, tfidf=3.612359947967774, tf=6, df=2, total=8]
Word [name=200, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=4, tfidf=3.010299956639812, tf=5, df=2, total=8]
Word [name=미, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=평점, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=내용, tfidf=1.7038749290891244, tf=4, df=3, total=8]
---------------------------
Word [name=것, tfidf=5.963562251811935, tf=14, df=3, total=8]
Word [name=이, tfidf=3.407749858178249, tf=8, df=3, total=8]
Word [name=책, tfidf=2.1298436613614053, tf=5, df=3, total=8]
Word [name=저자, tfidf=3.010299956639812, tf=5, df=2, total=8]
Word [name=단정, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=생각, tfidf=7.826779887263511, tf=13, df=2, total=8]
Word [name=무리, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=틀, tfidf=0.6020599913279624, tf=1, df=2, total=8]
---------------------------
Word [name=요약, tfidf=3.612359947967774, tf=6, df=2, total=8]
Word [name=내용, tfidf=1.7038749290891244, tf=4, df=3, total=8]
Word [name=만큼, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=원저, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=그, tfidf=2.9817811259059677, tf=7, df=3, total=8]
Word [name=사설, tfidf=1.2041199826559248, tf=2, df=2, total=8]
---------------------------
Word [name=철학, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=적, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=개념, tfidf=5.418539921951662, tf=9, df=2, total=8]
Word [name=형이상학, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=과학, tfidf=3.612359947967774, tf=6, df=2, total=8]
Word [name=관심, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=고민, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=때, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=해본, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=약간, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=지금, tfidf=1.806179973983887, tf=3, df=2, total=8]
---------------------------
Word [name=내, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=머릿속, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=자리, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=가지, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=그, tfidf=2.9817811259059677, tf=7, df=3, total=8]
Word [name=때, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=한, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=생각, tfidf=7.826779887263511, tf=13, df=2, total=8]
Word [name=불가능, tfidf=0.6020599913279624, tf=1, df=2, total=8]
---------------------------
Word [name=세상, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=대체, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=법칙, tfidf=3.010299956639812, tf=5, df=2, total=8]
Word [name=이론, tfidf=2.4082399653118496, tf=4, df=2, total=8]
Word [name=과학, tfidf=3.612359947967774, tf=6, df=2, total=8]
Word [name=설명, tfidf=4.214419939295737, tf=7, df=2, total=8]
Word [name=정확, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=하나, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=대체, tfidf=1.806179973983887, tf=3, df=2, total=8]
---------------------------
Word [name=이론, tfidf=2.4082399653118496, tf=4, df=2, total=8]
Word [name=수, tfidf=2.1298436613614053, tf=5, df=3, total=8]
Word [name=설명, tfidf=4.214419939295737, tf=7, df=2, total=8]
Word [name=이, tfidf=3.407749858178249, tf=8, df=3, total=8]
---------------------------
Word [name=책, tfidf=2.1298436613614053, tf=5, df=3, total=8]
Word [name=생각, tfidf=7.826779887263511, tf=13, df=2, total=8]
Word [name=위의, tfidf=0.6020599913279624, tf=1, df=2, total=8]
---------------------------
Word [name=생각, tfidf=7.826779887263511, tf=13, df=2, total=8]
Word [name=것, tfidf=5.963562251811935, tf=14, df=3, total=8]
---------------------------
Word [name=사람, tfidf=2.4082399653118496, tf=4, df=2, total=8]
Word [name=구조, tfidf=0.6020599913279624, tf=1, df=2, total=8]
---------------------------
Word [name=토마스, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=논리, tfidf=3.010299956639812, tf=5, df=2, total=8]
Word [name=의, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=과학, tfidf=3.612359947967774, tf=6, df=2, total=8]
Word [name=혁명, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=패러다임, tfidf=0.4259687322722811, tf=1, df=3, total=8]
---------------------------
Word [name=것, tfidf=5.963562251811935, tf=14, df=3, total=8]
Word [name=정상, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=이, tfidf=3.407749858178249, tf=8, df=3, total=8]
Word [name=도전, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=그, tfidf=2.9817811259059677, tf=7, df=3, total=8]
Word [name=과학, tfidf=3.612359947967774, tf=6, df=2, total=8]
Word [name=새, tfidf=1.7038749290891244, tf=4, df=3, total=8]
Word [name=시대, tfidf=10.23501985257536, tf=17, df=2, total=8]
Word [name=혁명, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=사실, tfidf=1.2041199826559248, tf=2, df=2, total=8]
---------------------------
Word [name=개념, tfidf=5.418539921951662, tf=9, df=2, total=8]
Word [name=대체, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=방식, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=것, tfidf=5.963562251811935, tf=14, df=3, total=8]
Word [name=탄생, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=기술, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=이전, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=새, tfidf=1.7038749290891244, tf=4, df=3, total=8]
Word [name=말, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=요약, tfidf=3.612359947967774, tf=6, df=2, total=8]
Word [name=진리, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=이론, tfidf=2.4082399653118496, tf=4, df=2, total=8]
Word [name=그, tfidf=2.9817811259059677, tf=7, df=3, total=8]
Word [name=수, tfidf=2.1298436613614053, tf=5, df=3, total=8]
Word [name=설명, tfidf=4.214419939295737, tf=7, df=2, total=8]
Word [name=공식, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=발전, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=하다, tfidf=1.2041199826559248, tf=2, df=2, total=8]
---------------------------
Word [name=나, tfidf=0.8519374645445622, tf=2, df=3, total=8]
Word [name=의미, tfidf=1.7038749290891244, tf=4, df=3, total=8]
Word [name=필요, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=주관, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=저, tfidf=1.806179973983887, tf=3, df=2, total=8]
---------------------------
Word [name=리프킨, tfidf=1.7038749290891244, tf=4, df=3, total=8]
Word [name=저서, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=이, tfidf=3.407749858178249, tf=8, df=3, total=8]
Word [name=이유, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=레, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=미, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=독후감, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=여기, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=입문서, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=이야기, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=사실, tfidf=1.2041199826559248, tf=2, df=2, total=8]
---------------------------
Word [name=개념, tfidf=5.418539921951662, tf=9, df=2, total=8]
Word [name=완벽, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=머리, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=우리, tfidf=4.816479930623699, tf=8, df=2, total=8]
Word [name=이점, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=교과서, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=한계, tfidf=3.612359947967774, tf=6, df=2, total=8]
Word [name=법칙, tfidf=3.010299956639812, tf=5, df=2, total=8]
Word [name=이, tfidf=3.407749858178249, tf=8, df=3, total=8]
Word [name=동시, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=하다, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=사람, tfidf=2.4082399653118496, tf=4, df=2, total=8]
Word [name=개념, tfidf=5.418539921951662, tf=9, df=2, total=8]
---------------------------
Word [name=한계, tfidf=3.612359947967774, tf=6, df=2, total=8]
Word [name=우리, tfidf=4.816479930623699, tf=8, df=2, total=8]
Word [name=특정, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=그, tfidf=2.9817811259059677, tf=7, df=3, total=8]
Word [name=하나, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=만, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=때, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=생각, tfidf=7.826779887263511, tf=13, df=2, total=8]
Word [name=개념, tfidf=5.418539921951662, tf=9, df=2, total=8]
---------------------------
Word [name=논리, tfidf=3.010299956639812, tf=5, df=2, total=8]
Word [name=그, tfidf=2.9817811259059677, tf=7, df=3, total=8]
Word [name=주창, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=사람, tfidf=2.4082399653118496, tf=4, df=2, total=8]
Word [name=때문, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=것, tfidf=5.963562251811935, tf=14, df=3, total=8]
---------------------------
Word [name=그것, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=누군가, tfidf=0.6020599913279624, tf=1, df=2, total=8]
---------------------------
Word [name=논리, tfidf=3.010299956639812, tf=5, df=2, total=8]
Word [name=부족, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=경험, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=정립, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=시간, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=습득, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=말, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=내, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=강, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=나, tfidf=0.8519374645445622, tf=2, df=3, total=8]
Word [name=수, tfidf=2.1298436613614053, tf=5, df=3, total=8]
Word [name=덕분, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=생각, tfidf=7.826779887263511, tf=13, df=2, total=8]
Word [name=판단, tfidf=0.6020599913279624, tf=1, df=2, total=8]
---------------------------
Word [name=논리, tfidf=3.010299956639812, tf=5, df=2, total=8]
Word [name=능력, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=위기감, tfidf=1.2041199826559248, tf=2, df=2, total=8]
---------------------------
Word [name=에피소드, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=조금, tfidf=0.6020599913279624, tf=1, df=2, total=8]
---------------------------
Word [name=요소, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=인정, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=가능성, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=배, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=태도, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=더, tfidf=1.7038749290891244, tf=4, df=3, total=8]
Word [name=이, tfidf=3.407749858178249, tf=8, df=3, total=8]
Word [name=비도덕, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=사람, tfidf=2.4082399653118496, tf=4, df=2, total=8]
Word [name=제한, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=생각, tfidf=7.826779887263511, tf=13, df=2, total=8]
Word [name=공부, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=글, tfidf=0.6020599913279624, tf=1, df=2, total=8]
---------------------------
Word [name=사설, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=요약, tfidf=3.612359947967774, tf=6, df=2, total=8]
Word [name=내용, tfidf=1.7038749290891244, tf=4, df=3, total=8]
Word [name=이, tfidf=3.407749858178249, tf=8, df=3, total=8]
Word [name=4, tfidf=3.010299956639812, tf=5, df=2, total=8]
Word [name=책, tfidf=2.1298436613614053, tf=5, df=3, total=8]
Word [name=가지, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=소개, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=오늘, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=아래, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=교훈, tfidf=0.8519374645445622, tf=2, df=3, total=8]
Word [name=저, tfidf=1.806179973983887, tf=3, df=2, total=8]
---------------------------
Word [name=리프킨, tfidf=1.7038749290891244, tf=4, df=3, total=8]
Word [name=혜안, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=레, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=미, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=수, tfidf=2.1298436613614053, tf=5, df=3, total=8]
Word [name=좀, tfidf=0.6020599913279624, tf=1, df=2, total=8]
---------------------------
Word [name=것, tfidf=5.963562251811935, tf=14, df=3, total=8]
Word [name=덕담, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=수준, tfidf=0.6020599913279624, tf=1, df=2, total=8]
